titres.p,geos.clean.lat,geos.clean.long,imgs.p,liens_url,lat.wgs84,lon.wgs84,liens_url_titre,liens_img,views,num_vueswiki
Lac de la Thuile,45° 31′ 47″ N, 6° 03′ 26″ E,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/La_Thuile_%28Savoie%29.JPG/280px-La_Thuile_%28Savoie%29.JPG,http://fr.wikipedia.org/wiki/Lac_de_la_Thuile,45.5297222222222,6.05722222222222,Lac_de_la_Thuile,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/La_Thuile_%28Savoie%29.JPG/280px-La_Thuile_%28Savoie%29.JPG,7019,126
Étang de la Cantache,48° 08′ 12″ N, 1° 16′ 27″ O,//upload.wikimedia.org/wikipedia/commons/thumb/4/43/La_cantache.jpeg/280px-La_cantache.jpeg,http://fr.wikipedia.org/wiki/Étang_de_la_Cantache,48.1366666666667,-1.27416666666667,Étang_de_la_Cantache,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/La_cantache.jpeg/280px-La_cantache.jpeg,6972,127
Lac des Confins,45° 54′ 57″ N, 6° 28′ 33″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Lac_des_Confins_DSCN7915.jpg/250px-Lac_des_Confins_DSCN7915.jpg,http://fr.wikipedia.org/wiki/Lac_des_Confins,45.9158333333333,6.47583333333333,Lac_des_Confins,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Lac_des_Confins_DSCN7915.jpg/250px-Lac_des_Confins_DSCN7915.jpg,6909,128
Lac de Saint-Agnan,47° 19′ 43″ N, 4° 05′ 21″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Saint-Agnan,47.3286111111111,4.08916666666667,Lac_de_Saint-Agnan,,6861,129
Lac de Grangent,45° 27′ N, 4° 15′ E,//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Ile-de-Grangent.JPG/280px-Ile-de-Grangent.JPG,http://fr.wikipedia.org/wiki/Lac_de_Grangent,45.45,4.25,Lac_de_Grangent,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Ile-de-Grangent.JPG/280px-Ile-de-Grangent.JPG,6844,130
Lac Gentau,42° 50′ 53″ N, 0° 29′ 14″ O,//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Gentau_Pic_du_Midi_Ossau.jpg/280px-Gentau_Pic_du_Midi_Ossau.jpg,http://fr.wikipedia.org/wiki/Lac_Gentau,42.8480555555556,-0.487222222222222,Lac_Gentau,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Gentau_Pic_du_Midi_Ossau.jpg/280px-Gentau_Pic_du_Midi_Ossau.jpg,6839,131
Étang de Hanau,49° 00′ 37″ N, 7° 32′ 16″ E,//upload.wikimedia.org/wikipedia/commons/thumb/2/22/Etang_de_Hanau_%285%29.jpg/280px-Etang_de_Hanau_%285%29.jpg,http://fr.wikipedia.org/wiki/Étang_de_Hanau,49.0102777777778,7.53777777777778,Étang_de_Hanau,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Etang_de_Hanau_%285%29.jpg/280px-Etang_de_Hanau_%285%29.jpg,6694,132
Lac de la Liez,47° 52′ 09″ N, 5° 23′ 56″ E,//upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Langres-Lac_de_la_Liez.jpg/280px-Langres-Lac_de_la_Liez.jpg,http://fr.wikipedia.org/wiki/Lac_de_la_Liez,47.8691666666667,5.39888888888889,Lac_de_la_Liez,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Langres-Lac_de_la_Liez.jpg/280px-Langres-Lac_de_la_Liez.jpg,6646,133
Lac de Matemale,42° 34′ 11″ N, 2° 06′ 01″ E,//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Lac_de_matemale.jpg/280px-Lac_de_matemale.jpg,http://fr.wikipedia.org/wiki/Lac_de_Matemale,42.5697222222222,2.10027777777778,Lac_de_Matemale,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Lac_de_matemale.jpg/280px-Lac_de_matemale.jpg,6584,134
Lac de Lavaud,45° 48′ 20″ N, 0° 42′ 00″ E,//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Lac_de_Lavaud_-_Charente.JPG/280px-Lac_de_Lavaud_-_Charente.JPG,http://fr.wikipedia.org/wiki/Lac_de_Lavaud,45.8055555555556,0.7,Lac_de_Lavaud,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Lac_de_Lavaud_-_Charente.JPG/280px-Lac_de_Lavaud_-_Charente.JPG,6506,135
Lac de Ribou,47° 02′ 16″ N, 0° 50′ 09″ O,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Ribou,47.0377777777778,-0.835833333333333,Lac_de_Ribou,,6337,136
Lac de l'Oule,42° 49′ 52″ N, 0° 12′ 08″ E,//upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Lac_de_l%27Oule.JPG/280px-Lac_de_l%27Oule.JPG,http://fr.wikipedia.org/wiki/Lac_de_l'Oule,42.8311111111111,0.202222222222222,Lac_de_l'Oule,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Lac_de_l%27Oule.JPG/280px-Lac_de_l%27Oule.JPG,6318,137
Lac de Caramany,42° 44′ 45″ N, 2° 33′ 47″ E,//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Photos_caramany_avril_2006_158.jpg/280px-Photos_caramany_avril_2006_158.jpg,http://fr.wikipedia.org/wiki/Lac_de_Caramany,42.7458333333333,2.56305555555556,Lac_de_Caramany,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Photos_caramany_avril_2006_158.jpg/280px-Photos_caramany_avril_2006_158.jpg,6285,138
Lac de la Lauch,47° 56′ 08″ N, 7° 02′ 35″ E,//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Lac_de_la_Lauch.jpg/280px-Lac_de_la_Lauch.jpg,http://fr.wikipedia.org/wiki/Lac_de_la_Lauch,47.9355555555556,7.04305555555556,Lac_de_la_Lauch,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Lac_de_la_Lauch.jpg/280px-Lac_de_la_Lauch.jpg,6248,139
Lac de Blanchemer,48° 01′ 05″ N, 6° 58′ 32″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Lac_de_Blanchemer_sup.jpg/280px-Lac_de_Blanchemer_sup.jpg,http://fr.wikipedia.org/wiki/Lac_de_Blanchemer,48.0180555555556,6.97555555555556,Lac_de_Blanchemer,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Lac_de_Blanchemer_sup.jpg/280px-Lac_de_Blanchemer_sup.jpg,6068,140
Lac du Tolerme,44° 49′ 30″ N, 2° 02′ 55″ E,//upload.wikimedia.org/wikipedia/commons/thumb/d/da/Lac_tolerme_partie_sud.jpg/280px-Lac_tolerme_partie_sud.jpg,http://fr.wikipedia.org/wiki/Lac_du_Tolerme,44.825,2.04861111111111,Lac_du_Tolerme,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Lac_tolerme_partie_sud.jpg/280px-Lac_tolerme_partie_sud.jpg,6033,141
Lac de Lourdes,43° 06′ 30″ N, 0° 05′ 08″ O,//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Lac_de_Lourdes01.JPG/280px-Lac_de_Lourdes01.JPG,http://fr.wikipedia.org/wiki/Lac_de_Lourdes,43.1083333333333,-0.0855555555555556,Lac_de_Lourdes,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Lac_de_Lourdes01.JPG/280px-Lac_de_Lourdes01.JPG,6004,142
Lac de Lavaud-Gelade,45° 50′ 41″ N, 1° 57′ 49″ E,//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Lac_Lavaud-Gelade.JPG/280px-Lac_Lavaud-Gelade.JPG,http://fr.wikipedia.org/wiki/Lac_de_Lavaud-Gelade,45.8447222222222,1.96361111111111,Lac_de_Lavaud-Gelade,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Lac_Lavaud-Gelade.JPG/280px-Lac_Lavaud-Gelade.JPG,5995,143
Étang de Soustons,43° 46′ 43″ N, 1° 19′ 00″ O,//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Lac_soustons_1.JPG/280px-Lac_soustons_1.JPG,http://fr.wikipedia.org/wiki/Étang_de_Soustons,43.7786111111111,-1.31666666666667,Étang_de_Soustons,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Lac_soustons_1.JPG/280px-Lac_soustons_1.JPG,5955,144
Lac Zizi,49° 08′ 15″ S, 68° 51′ 45″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Zizi,49.1375,68.8625,Lac_Zizi,,5952,145
Lac de l'Abbaye,46° 31′ 47″ N, 5° 54′ 44″ E,//upload.wikimedia.org/wikipedia/commons/thumb/1/12/Lac_de_l%27Abbaye.jpg/280px-Lac_de_l%27Abbaye.jpg,http://fr.wikipedia.org/wiki/Lac_de_l'Abbaye,46.5297222222222,5.91222222222222,Lac_de_l'Abbaye,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Lac_de_l%27Abbaye.jpg/280px-Lac_de_l%27Abbaye.jpg,5939,146
Lac de Bairon,49° 31′ 37″ N, 4° 46′ 40″ E,//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Bairon-08-digue_%26_2_%C3%A9tangs-D06.JPG/280px-Bairon-08-digue_%26_2_%C3%A9tangs-D06.JPG,http://fr.wikipedia.org/wiki/Lac_de_Bairon,49.5269444444445,4.77777777777778,Lac_de_Bairon,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Bairon-08-digue_%26_2_%C3%A9tangs-D06.JPG/280px-Bairon-08-digue_%26_2_%C3%A9tangs-D06.JPG,5889,147
Lac de Bonlieu,46° 35′ 10″ N, 5° 52′ 24″ E,//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Lac_de_Bonlieu_%28vue_d%27ensemble%29.JPG/280px-Lac_de_Bonlieu_%28vue_d%27ensemble%29.JPG,http://fr.wikipedia.org/wiki/Lac_de_Bonlieu,46.5861111111111,5.87333333333333,Lac_de_Bonlieu,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Lac_de_Bonlieu_%28vue_d%27ensemble%29.JPG/280px-Lac_de_Bonlieu_%28vue_d%27ensemble%29.JPG,5704,148
Lac de Vinça,42° 39′ 15″ N, 2° 31′ 54″ E,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Vin%C3%A7a%2C_la_retenue_d%27eau_et_le_Canigou.jpg/280px-Vin%C3%A7a%2C_la_retenue_d%27eau_et_le_Canigou.jpg,http://fr.wikipedia.org/wiki/Lac_de_Vinça,42.6541666666667,2.53166666666667,Lac_de_Vinça,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Vin%C3%A7a%2C_la_retenue_d%27eau_et_le_Canigou.jpg/280px-Vin%C3%A7a%2C_la_retenue_d%27eau_et_le_Canigou.jpg,5691,149
Lac de Chaumeçon,47° 17′ 14″ N, 3° 54′ 54″ E,//upload.wikimedia.org/wikipedia/commons/thumb/5/54/Chaume%C3%A7on.jpg/280px-Chaume%C3%A7on.jpg,http://fr.wikipedia.org/wiki/Lac_de_Chaumeçon,47.2872222222222,3.915,Lac_de_Chaumeçon,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Chaume%C3%A7on.jpg/280px-Chaume%C3%A7on.jpg,5628,150
Lac du Portillon,42° 42′ 03″ N, 0° 30′ 32″ E,//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Cirque_du_Portillon_-_debut_septembre_2008.jpg/280px-Cirque_du_Portillon_-_debut_septembre_2008.jpg,http://fr.wikipedia.org/wiki/Lac_du_Portillon,42.7008333333333,0.508888888888889,Lac_du_Portillon,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Cirque_du_Portillon_-_debut_septembre_2008.jpg/280px-Cirque_du_Portillon_-_debut_septembre_2008.jpg,5611,151
Lac de Saint-André,45° 29′ 39″ N, 5° 59′ 11″ E,//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Lac_de_Saint-Andr%C3%A9_et_Belledonnes.JPG/280px-Lac_de_Saint-Andr%C3%A9_et_Belledonnes.JPG,http://fr.wikipedia.org/wiki/Lac_de_Saint-André,45.4941666666667,5.98638888888889,Lac_de_Saint-André,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Lac_de_Saint-Andr%C3%A9_et_Belledonnes.JPG/280px-Lac_de_Saint-Andr%C3%A9_et_Belledonnes.JPG,5577,152
Lac Fourchu,45° 03′ 22″ N, 5° 55′ 46″ E,//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Lac_Fourchu.jpg/250px-Lac_Fourchu.jpg,http://fr.wikipedia.org/wiki/Lac_Fourchu,45.0561111111111,5.92944444444445,Lac_Fourchu,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Lac_Fourchu.jpg/250px-Lac_Fourchu.jpg,5576,153
Lac du Ballon,47° 54′ 45″ N, 7° 05′ 44″ E,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Lac_du_ballon.jpg/280px-Lac_du_ballon.jpg,http://fr.wikipedia.org/wiki/Lac_du_Ballon,47.9125,7.09555555555556,Lac_du_Ballon,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Lac_du_ballon.jpg/280px-Lac_du_ballon.jpg,5559,154
Lac de la Lande,48° 01′ 57″ N, 6° 58′ 52″ E,//upload.wikimedia.org/wikipedia/commons/thumb/1/10/Lac_de_la_Lande_02.JPG/280px-Lac_de_la_Lande_02.JPG,http://fr.wikipedia.org/wiki/Lac_de_la_Lande,48.0325,6.98111111111111,Lac_de_la_Lande,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Lac_de_la_Lande_02.JPG/280px-Lac_de_la_Lande_02.JPG,5461,155
Lac Achard,45° 06′ 50″ N, 5° 54′ 05″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Lacachard.JPG/250px-Lacachard.JPG,http://fr.wikipedia.org/wiki/Lac_Achard,45.1138888888889,5.90138888888889,Lac_Achard,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Lacachard.JPG/250px-Lacachard.JPG,5414,156
Lac de Maine,47° 27′ 32″ N, 0° 35′ 11″ O,//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Angers_lac_de_maine.jpg/280px-Angers_lac_de_maine.jpg,http://fr.wikipedia.org/wiki/Lac_de_Maine,47.4588888888889,-0.586388888888889,Lac_de_Maine,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Angers_lac_de_maine.jpg/280px-Angers_lac_de_maine.jpg,5402,157
Lac de Bastani,42° 03′ 56″ N, 9° 08′ 03″ E,//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Lac_de_bastani_29_06_2008.jpg/280px-Lac_de_bastani_29_06_2008.jpg,http://fr.wikipedia.org/wiki/Lac_de_Bastani,42.0655555555556,9.13416666666667,Lac_de_Bastani,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Lac_de_bastani_29_06_2008.jpg/280px-Lac_de_bastani_29_06_2008.jpg,5360,158
Lac d'Anterne,45° 59′ 28″ N, 6° 47′ 53″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/75/LacAnterne7562.JPG/250px-LacAnterne7562.JPG,http://fr.wikipedia.org/wiki/Lac_d'Anterne,45.9911111111111,6.79805555555556,Lac_d'Anterne,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/LacAnterne7562.JPG/250px-LacAnterne7562.JPG,5341,159
Lac de la Gimone,43° 19′ 47″ N, 0° 40′ 17″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Lac_de_la_Gimone.jpg/280px-Lac_de_la_Gimone.jpg,http://fr.wikipedia.org/wiki/Lac_de_la_Gimone,43.3297222222222,0.671388888888889,Lac_de_la_Gimone,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Lac_de_la_Gimone.jpg/280px-Lac_de_la_Gimone.jpg,5301,160
Barrage de Saint-Guérin,45° 39′ 00″ N, 6° 34′ 45″ E,//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Barrage_guerin.jpg/280px-Barrage_guerin.jpg,http://fr.wikipedia.org/wiki/Barrage_de_Saint-Guérin,45.65,6.57916666666667,Barrage_de_Saint-Guérin,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Barrage_guerin.jpg/280px-Barrage_guerin.jpg,5191,161
Lac-des-Rouges-Truites,46° 36′ 25″ N, 5° 59′ 53″ E,//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Lac-des-Rouges-Truites_39-0290.JPG/280px-Lac-des-Rouges-Truites_39-0290.JPG,http://fr.wikipedia.org/wiki/Lac-des-Rouges-Truites,46.6069444444444,5.99805555555556,Lac-des-Rouges-Truites,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Lac-des-Rouges-Truites_39-0290.JPG/280px-Lac-des-Rouges-Truites_39-0290.JPG,5177,162
Lac de Caniel,49° 48′ 02″ N, 0° 37′ 59″ E,//upload.wikimedia.org/wikipedia/commons/thumb/2/20/Lac_de_Caniel_001.jpg/280px-Lac_de_Caniel_001.jpg,http://fr.wikipedia.org/wiki/Lac_de_Caniel,49.8005555555556,0.633055555555556,Lac_de_Caniel,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Lac_de_Caniel_001.jpg/280px-Lac_de_Caniel_001.jpg,5151,163
Lac de Villefort,44° 27′ 09″ N, 3° 55′ 41″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/France_Loz%C3%A8re_Villefort_Barrage_2.jpg/280px-France_Loz%C3%A8re_Villefort_Barrage_2.jpg,http://fr.wikipedia.org/wiki/Lac_de_Villefort,44.4525,3.92805555555556,Lac_de_Villefort,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/France_Loz%C3%A8re_Villefort_Barrage_2.jpg/280px-France_Loz%C3%A8re_Villefort_Barrage_2.jpg,5114,164
Lac de Chamboux,47° 14′ 54″ N, 4° 11′ 32″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Lac_de_Chamboux_9.jpg/280px-Lac_de_Chamboux_9.jpg,http://fr.wikipedia.org/wiki/Lac_de_Chamboux,47.2483333333333,4.19222222222222,Lac_de_Chamboux,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Lac_de_Chamboux_9.jpg/280px-Lac_de_Chamboux_9.jpg,5074,165
Étang du Boulet,48° 20′ 37″ N, 1° 38′ 34″ O,//upload.wikimedia.org/wikipedia/commons/thumb/b/b9/%C3%89tang_de_Boulet.JPG/280px-%C3%89tang_de_Boulet.JPG,http://fr.wikipedia.org/wiki/Étang_du_Boulet,48.3436111111111,-1.64277777777778,Étang_du_Boulet,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/%C3%89tang_de_Boulet.JPG/280px-%C3%89tang_de_Boulet.JPG,4897,166
Étang Blanc,43° 42′ 36″ N, 1° 21′ 52″ O,//upload.wikimedia.org/wikipedia/commons/thumb/d/de/%C3%89tang_Blanc_2.JPG/280px-%C3%89tang_Blanc_2.JPG,http://fr.wikipedia.org/wiki/Étang_Blanc,43.71,-1.36444444444444,Étang_Blanc,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/%C3%89tang_Blanc_2.JPG/280px-%C3%89tang_Blanc_2.JPG,4890,167
Étang de Lers,42° 48′ 27″ N, 1° 22′ 40″ E,//upload.wikimedia.org/wikipedia/commons/thumb/2/20/Etang_de_Lers1.jpg/280px-Etang_de_Lers1.jpg,http://fr.wikipedia.org/wiki/Étang_de_Lers,42.8075,1.37777777777778,Étang_de_Lers,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Etang_de_Lers1.jpg/280px-Etang_de_Lers1.jpg,4864,168
Lac de Saint-Front,44° 58′ 55″ N, 4° 10′ 16″ E,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Lac_de_St-Front.jpg/280px-Lac_de_St-Front.jpg,http://fr.wikipedia.org/wiki/Lac_de_Saint-Front_(Haute-Loire),44.9819444444444,4.17111111111111,Lac_de_Saint-Front_(Haute-Loire),https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Lac_de_St-Front.jpg/280px-Lac_de_St-Front.jpg,4857,169
Lac d'Aumar,42° 50′ 33″ N, 0° 08′ 59″ E,//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Lac_d%27aumar_-_Parc_national_des_Pyr%C3%A9n%C3%A9es_%28Ao%C3%BBt_2008%29.jpg/280px-Lac_d%27aumar_-_Parc_national_des_Pyr%C3%A9n%C3%A9es_%28Ao%C3%BBt_2008%29.jpg,http://fr.wikipedia.org/wiki/Lac_d'Aumar,42.8425,0.149722222222222,Lac_d'Aumar,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Lac_d%27aumar_-_Parc_national_des_Pyr%C3%A9n%C3%A9es_%28Ao%C3%BBt_2008%29.jpg/280px-Lac_d%27aumar_-_Parc_national_des_Pyr%C3%A9n%C3%A9es_%28Ao%C3%BBt_2008%29.jpg,4852,170
Lac de Codole,42° 35′ 12″ N, 8° 56′ 47″ E,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Aerial_view_of_L%27%C3%8Ele-Rousse%2C_2006-06-04.jpg/280px-Aerial_view_of_L%27%C3%8Ele-Rousse%2C_2006-06-04.jpg,http://fr.wikipedia.org/wiki/Lac_de_Codole,42.5866666666667,8.94638888888889,Lac_de_Codole,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Aerial_view_of_L%27%C3%8Ele-Rousse%2C_2006-06-04.jpg/280px-Aerial_view_of_L%27%C3%8Ele-Rousse%2C_2006-06-04.jpg,4845,171
Étang au Duc,47° 57′ 32″ N, 2° 24′ 40″ O,//upload.wikimedia.org/wikipedia/commons/thumb/4/48/Etang_Duc_Ploermel.JPG/280px-Etang_Duc_Ploermel.JPG,http://fr.wikipedia.org/wiki/Étang_au_Duc_(Ploërmel),47.9588888888889,-2.41111111111111,Étang_au_Duc_(Ploërmel),https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Etang_Duc_Ploermel.JPG/280px-Etang_Duc_Ploermel.JPG,4837,172
Étang d'Urbino,42° 02′ 53″ N, 9° 28′ 22″ E,//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Etang-d%27Urbino-75.jpg/280px-Etang-d%27Urbino-75.jpg,http://fr.wikipedia.org/wiki/Étang_d'Urbino,42.0480555555556,9.47277777777778,Étang_d'Urbino,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Etang-d%27Urbino-75.jpg/280px-Etang-d%27Urbino-75.jpg,4834,173
Lac de Saint-Pée-sur-Nivelle,43° 20′ 49″ N, 1° 31′ 16″ O,//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Saint_P%C3%A9e_sur_Nivelle_Lac.jpg/280px-Saint_P%C3%A9e_sur_Nivelle_Lac.jpg,http://fr.wikipedia.org/wiki/Lac_de_Saint-Pée-sur-Nivelle,43.3469444444444,-1.52111111111111,Lac_de_Saint-Pée-sur-Nivelle,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Saint_P%C3%A9e_sur_Nivelle_Lac.jpg/280px-Saint_P%C3%A9e_sur_Nivelle_Lac.jpg,4747,174
Lac de Vonnes,46° 15′ 25″ N, 6° 50′ 30″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Lac_de_Vonnes.jpg/250px-Lac_de_Vonnes.jpg,http://fr.wikipedia.org/wiki/Lac_de_Vonnes,46.2569444444444,6.84166666666667,Lac_de_Vonnes,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Lac_de_Vonnes.jpg/250px-Lac_de_Vonnes.jpg,4719,175
Lac de Trécolpas,44° 06′ 56″ N, 7° 20′ 26″ E,//upload.wikimedia.org/wikipedia/commons/thumb/2/20/Lac_trecolpas.jpg/280px-Lac_trecolpas.jpg,http://fr.wikipedia.org/wiki/Lac_de_Trécolpas,44.1155555555556,7.34055555555556,Lac_de_Trécolpas,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Lac_trecolpas.jpg/280px-Lac_trecolpas.jpg,4713,176
Lac Blanc,48° 07′ 28″ N, 7° 05′ 40″ E,//upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Lac_Blanc_Orbey.jpg/280px-Lac_Blanc_Orbey.jpg,http://fr.wikipedia.org/wiki/Lac_Blanc_(Vosges),48.1244444444445,7.09444444444444,Lac_Blanc_(Vosges),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Lac_Blanc_Orbey.jpg/280px-Lac_Blanc_Orbey.jpg,4621,177
Lacs Robert,45° 07′ 53″ N, 5° 54′ 55″ E,//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Lacs_Robert.jpg/280px-Lacs_Robert.jpg,http://fr.wikipedia.org/wiki/Lacs_Robert,45.1313888888889,5.91527777777778,Lacs_Robert,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Lacs_Robert.jpg/280px-Lacs_Robert.jpg,4593,178
Lac de Remoray,46° 46′ 12″ N, 6° 15′ 49″ E,//upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Vallee_des_lacs_Saint_Point_et_Remoray.jpg/280px-Vallee_des_lacs_Saint_Point_et_Remoray.jpg,http://fr.wikipedia.org/wiki/Lac_de_Remoray,46.77,6.26361111111111,Lac_de_Remoray,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Vallee_des_lacs_Saint_Point_et_Remoray.jpg/280px-Vallee_des_lacs_Saint_Point_et_Remoray.jpg,4588,179
Étang de la Valière,48° 05′ 40″ N, 1° 09′ 44″ O,//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Etang_de_la_Valiere.JPG/280px-Etang_de_la_Valiere.JPG,http://fr.wikipedia.org/wiki/Étang_de_la_Valière,48.0944444444445,-1.16222222222222,Étang_de_la_Valière,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Etang_de_la_Valiere.JPG/280px-Etang_de_la_Valiere.JPG,4425,180
Lac de Saint-Andéol,44° 37′ 07″ N, 3° 04′ 54″ E,//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Andeol2.jpg/280px-Andeol2.jpg,http://fr.wikipedia.org/wiki/Lac_de_Saint-Andéol,44.6186111111111,3.08166666666667,Lac_de_Saint-Andéol,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Andeol2.jpg/280px-Andeol2.jpg,4425,181
Lac de l'Astarac,43° 22′ 59″ N, 0° 37′ 57″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Lac_de_l%27Astarac_4.JPG/280px-Lac_de_l%27Astarac_4.JPG,http://fr.wikipedia.org/wiki/Lac_de_l'Astarac,43.3830555555556,0.6325,Lac_de_l'Astarac,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Lac_de_l%27Astarac_4.JPG/280px-Lac_de_l%27Astarac_4.JPG,4417,182
Lac de Padula,42° 37′ 41″ N, 9° 19′ 22″ E,//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Oletta_Padula.jpg/280px-Oletta_Padula.jpg,http://fr.wikipedia.org/wiki/Lac_de_Padula,42.6280555555556,9.32277777777778,Lac_de_Padula,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Oletta_Padula.jpg/280px-Oletta_Padula.jpg,4392,183
